Herb Name,Parts Used in Treatment,Disease,Symptoms/Condition,Therapeutic Uses,Formulation,Dosage (mg),Administration Guidelines,Pharmacological Property,Side Effects,Prakriti,Dosha
Triphala,Leaf,Skin Diseases,Headache,Digestive Aid,Churna,254,Consume after meals,Antibacterial,Stomach Upset,Vata-Pitta,Vata
Brahmi,Leaf,Arthritis,Indigestion,Mental Calmness,Tablets,893,Consume after meals,Antibacterial,Stomach Upset,Kapha,Pitta
Guggul,Leaf,Inflammation,Fatigue,Immune Booster,Oil,312,Consume after meals,Antibacterial,Drowsiness,Kapha,Pitta
Triphala,Flower,Mental Stress,Anxiety,Antioxidant,Powder,119,Take on an empty stomach,Antifungal,None,Vata,Kapha
Guggul,Root,Inflammation,Headache,Immune Booster,Churna,572,Take with warm water,Adaptogenic,Stomach Upset,Tridosha,Vata
Haritaki,Leaf,Arthritis,Joint Pain,Antioxidant,Tablets,212,Mix with honey,Antiviral,None,Vata-Kapha,Vata
Ashwagandha,Seed,Arthritis,Fever,Antioxidant,Powder,499,Take on an empty stomach,Adaptogenic,None,Vata-Pitta,Vata
Guggul,Leaf,Arthritis,Skin Rashes,Mental Calmness,Churna,122,Take with warm water,Antibacterial,Mild Nausea,Pitta,Pitta
Triphala,Seed,Arthritis,Joint Pain,Detoxification,Churna,980,Mix with honey,Antifungal,Mild Nausea,Vata-Pitta,Kapha
Neem,Fruit,Mental Stress,Fatigue,Mental Calmness,Decoction,557,Take with warm water,Adaptogenic,None,Pitta-Kapha,Vata
Tulsi,Root,Arthritis,Indigestion,Mental Calmness,Tablets,620,Take on an empty stomach,Analgesic,Mild Nausea,Kapha,Pitta
Tulsi,Flower,Diabetes,Headache,Antioxidant,Powder,557,Take on an empty stomach,Antipyretic,None,Kapha,Kapha
Brahmi,Root,Diabetes,Anxiety,Detoxification,Powder,155,Take on an empty stomach,Antipyretic,Allergic Reaction,Vata,Vata
Shatavari,Bark,Arthritis,Anxiety,Immune Booster,Oil,522,Take on an empty stomach,Antipyretic,Allergic Reaction,Pitta-Kapha,Kapha
Tulsi,Flower,Respiratory Issues,Anxiety,Digestive Aid,Oil,290,Take on an empty stomach,Adaptogenic,Allergic Reaction,Kapha,Pitta
Haritaki,Fruit,Diabetes,Headache,Anti-inflammatory,Tablets,791,Consume after meals,Analgesic,Stomach Upset,Vata-Pitta,Pitta
Brahmi,Flower,Mental Stress,Joint Pain,Immune Booster,Churna,319,Consume after meals,Antiviral,Mild Nausea,Kapha,Pitta
Brahmi,Flower,Diabetes,Fever,Digestive Aid,Decoction,276,Mix with honey,Antibacterial,Stomach Upset,Vata-Pitta,Pitta
Brahmi,Fruit,Respiratory Issues,Anxiety,Mental Calmness,Decoction,957,Take with warm water,Analgesic,Mild Nausea,Vata-Kapha,Kapha
Brahmi,Root,Skin Diseases,Anxiety,Detoxification,Oil,556,Mix with honey,Antifungal,Allergic Reaction,Kapha,Kapha
Shatavari,Seed,Diabetes,Anxiety,Detoxification,Oil,329,Consume after meals,Antipyretic,Stomach Upset,Vata-Kapha,Pitta
Triphala,Seed,Inflammation,Skin Rashes,Anti-inflammatory,Powder,520,Take with warm water,Antiviral,Drowsiness,Vata-Pitta,Pitta
Neem,Leaf,Digestive Disorders,Cough,Mental Calmness,Decoction,321,Mix with honey,Adaptogenic,Drowsiness,Vata,Vata
Haritaki,Seed,Mental Stress,Joint Pain,Digestive Aid,Decoction,720,Mix with honey,Antiviral,Allergic Reaction,Pitta,Kapha
Triphala,Bark,Respiratory Issues,Indigestion,Digestive Aid,Capsules,609,Consume after meals,Antipyretic,Allergic Reaction,Pitta,Kapha
Triphala,Root,Mental Stress,Headache,Immune Booster,Decoction,862,Mix with honey,Antifungal,Drowsiness,Pitta-Kapha,Vata
Neem,Leaf,Arthritis,Skin Rashes,Antioxidant,Churna,574,Consume after meals,Antibacterial,None,Vata-Kapha,Pitta
Tulsi,Root,Inflammation,Joint Pain,Detoxification,Tablets,942,Mix with honey,Adaptogenic,None,Vata-Pitta,Pitta
Brahmi,Bark,Diabetes,Indigestion,Mental Calmness,Powder,801,Take with warm water,Antipyretic,None,Vata-Pitta,Pitta
Amla,Root,Mental Stress,Headache,Antioxidant,Decoction,851,Consume after meals,Antifungal,Mild Nausea,Pitta,Vata
Brahmi,Leaf,Mental Stress,Cough,Anti-inflammatory,Decoction,650,Take with warm water,Adaptogenic,None,Pitta-Kapha,Pitta
Brahmi,Flower,Mental Stress,Joint Pain,Antioxidant,Oil,610,Consume after meals,Adaptogenic,None,Tridosha,Pitta
Guggul,Flower,Respiratory Issues,Cough,Antioxidant,Decoction,122,Take on an empty stomach,Antiviral,Mild Nausea,Tridosha,Pitta
Haritaki,Flower,Inflammation,Skin Rashes,Digestive Aid,Powder,489,Consume after meals,Analgesic,Stomach Upset,Vata,Pitta
Triphala,Seed,Respiratory Issues,Fatigue,Detoxification,Churna,219,Take with warm water,Adaptogenic,Stomach Upset,Vata,Pitta
Triphala,Fruit,Digestive Disorders,Fever,Anti-inflammatory,Tablets,119,Mix with honey,Antipyretic,Drowsiness,Vata-Pitta,Vata
Amla,Bark,Respiratory Issues,Indigestion,Digestive Aid,Capsules,121,Consume after meals,Analgesic,Drowsiness,Tridosha,Vata
Ashwagandha,Leaf,Arthritis,Joint Pain,Immune Booster,Oil,242,Mix with honey,Antibacterial,None,Kapha,Pitta
Haritaki,Fruit,Arthritis,Joint Pain,Immune Booster,Powder,275,Take with warm water,Adaptogenic,Mild Nausea,Pitta-Kapha,Vata
Shatavari,Seed,Mental Stress,Indigestion,Immune Booster,Churna,338,Take on an empty stomach,Adaptogenic,Stomach Upset,Tridosha,Vata
Tulsi,Flower,Diabetes,Headache,Antioxidant,Tablets,198,Mix with honey,Antipyretic,Drowsiness,Kapha,Pitta
Shatavari,Leaf,Inflammation,Anxiety,Antioxidant,Decoction,145,Consume after meals,Analgesic,Mild Nausea,Pitta,Pitta
Shatavari,Bark,Diabetes,Skin Rashes,Immune Booster,Capsules,380,Consume after meals,Antibacterial,Stomach Upset,Kapha,Kapha
Amla,Leaf,Digestive Disorders,Skin Rashes,Digestive Aid,Churna,435,Consume after meals,Analgesic,Stomach Upset,Kapha,Pitta
Triphala,Bark,Digestive Disorders,Headache,Anti-inflammatory,Capsules,855,Consume after meals,Antipyretic,None,Pitta,Vata
Haritaki,Bark,Respiratory Issues,Joint Pain,Mental Calmness,Churna,779,Take on an empty stomach,Analgesic,None,Kapha,Pitta
Neem,Leaf,Digestive Disorders,Fatigue,Antioxidant,Oil,941,Consume after meals,Adaptogenic,Stomach Upset,Vata-Pitta,Pitta
Triphala,Seed,Diabetes,Fatigue,Anti-inflammatory,Decoction,794,Consume after meals,Antiviral,None,Vata-Kapha,Pitta
Tulsi,Fruit,Mental Stress,Cough,Antioxidant,Oil,789,Consume after meals,Antibacterial,Allergic Reaction,Vata,Vata
Tulsi,Flower,Arthritis,Anxiety,Anti-inflammatory,Oil,665,Take on an empty stomach,Antiviral,None,Vata-Pitta,Vata
Neem,Fruit,Digestive Disorders,Indigestion,Detoxification,Capsules,110,Take on an empty stomach,Antiviral,Mild Nausea,Vata-Pitta,Kapha
Tulsi,Seed,Digestive Disorders,Indigestion,Digestive Aid,Tablets,742,Take on an empty stomach,Adaptogenic,Drowsiness,Pitta-Kapha,Kapha
Guggul,Seed,Skin Diseases,Headache,Mental Calmness,Powder,515,Take with warm water,Antibacterial,Drowsiness,Pitta-Kapha,Vata
Amla,Flower,Diabetes,Cough,Immune Booster,Decoction,171,Mix with honey,Antiviral,Mild Nausea,Pitta-Kapha,Kapha
Haritaki,Flower,Diabetes,Indigestion,Anti-inflammatory,Capsules,387,Take with warm water,Adaptogenic,None,Tridosha,Vata
Triphala,Root,Respiratory Issues,Joint Pain,Anti-inflammatory,Decoction,613,Take on an empty stomach,Antibacterial,None,Pitta-Kapha,Kapha
Neem,Seed,Mental Stress,Fever,Anti-inflammatory,Oil,737,Consume after meals,Antifungal,None,Vata,Vata
Guggul,Fruit,Inflammation,Indigestion,Anti-inflammatory,Churna,493,Consume after meals,Antiviral,Allergic Reaction,Vata-Kapha,Vata
Manjistha,Bark,Inflammation,Skin Rashes,Digestive Aid,Churna,851,Consume after meals,Antibacterial,Mild Nausea,Pitta-Kapha,Vata
Haritaki,Flower,Arthritis,Skin Rashes,Mental Calmness,Capsules,390,Mix with honey,Antipyretic,Drowsiness,Tridosha,Pitta
Ashwagandha,Fruit,Arthritis,Fatigue,Detoxification,Tablets,796,Take on an empty stomach,Adaptogenic,Allergic Reaction,Vata,Vata
Neem,Root,Skin Diseases,Cough,Mental Calmness,Capsules,473,Mix with honey,Antiviral,Stomach Upset,Vata-Pitta,Kapha
Ashwagandha,Root,Arthritis,Cough,Immune Booster,Tablets,483,Take with warm water,Antipyretic,None,Vata,Vata
Shatavari,Leaf,Diabetes,Joint Pain,Detoxification,Capsules,696,Consume after meals,Antibacterial,None,Tridosha,Pitta
Amla,Bark,Skin Diseases,Cough,Mental Calmness,Tablets,273,Mix with honey,Antipyretic,None,Pitta,Vata
Tulsi,Flower,Respiratory Issues,Joint Pain,Immune Booster,Powder,528,Take on an empty stomach,Analgesic,None,Kapha,Pitta
Brahmi,Fruit,Respiratory Issues,Cough,Detoxification,Decoction,562,Take on an empty stomach,Antipyretic,Allergic Reaction,Vata,Pitta
Neem,Root,Digestive Disorders,Headache,Anti-inflammatory,Capsules,703,Take with warm water,Analgesic,None,Tridosha,Kapha
Shatavari,Leaf,Skin Diseases,Headache,Antioxidant,Capsules,331,Mix with honey,Antibacterial,Allergic Reaction,Vata-Kapha,Kapha
Tulsi,Seed,Mental Stress,Anxiety,Detoxification,Tablets,283,Mix with honey,Analgesic,Allergic Reaction,Vata-Pitta,Kapha
Amla,Flower,Respiratory Issues,Fatigue,Mental Calmness,Oil,382,Take with warm water,Antipyretic,Stomach Upset,Pitta,Vata
Neem,Seed,Mental Stress,Fever,Anti-inflammatory,Decoction,843,Take with warm water,Adaptogenic,Drowsiness,Pitta,Pitta
Brahmi,Fruit,Respiratory Issues,Joint Pain,Immune Booster,Capsules,409,Take on an empty stomach,Antipyretic,Mild Nausea,Vata-Pitta,Pitta
Triphala,Fruit,Digestive Disorders,Headache,Antioxidant,Decoction,416,Take on an empty stomach,Antiviral,None,Vata-Pitta,Pitta
Manjistha,Fruit,Mental Stress,Skin Rashes,Anti-inflammatory,Oil,664,Take on an empty stomach,Antibacterial,Drowsiness,Pitta-Kapha,Pitta
Ashwagandha,Bark,Skin Diseases,Fever,Mental Calmness,Oil,472,Take with warm water,Analgesic,None,Pitta-Kapha,Kapha
Neem,Fruit,Arthritis,Indigestion,Digestive Aid,Powder,356,Mix with honey,Adaptogenic,None,Kapha,Pitta
Guggul,Leaf,Skin Diseases,Cough,Digestive Aid,Oil,936,Consume after meals,Antibacterial,Allergic Reaction,Vata-Kapha,Vata
Amla,Fruit,Digestive Disorders,Anxiety,Anti-inflammatory,Tablets,453,Consume after meals,Antiviral,Allergic Reaction,Tridosha,Kapha
Brahmi,Root,Skin Diseases,Anxiety,Antioxidant,Tablets,357,Take with warm water,Antipyretic,Stomach Upset,Kapha,Kapha
Ashwagandha,Bark,Mental Stress,Indigestion,Antioxidant,Churna,423,Take with warm water,Antiviral,None,Vata-Kapha,Pitta
Manjistha,Root,Arthritis,Anxiety,Immune Booster,Tablets,525,Consume after meals,Antifungal,None,Pitta,Kapha
Tulsi,Leaf,Respiratory Issues,Fever,Antioxidant,Tablets,935,Consume after meals,Adaptogenic,None,Vata-Kapha,Pitta
Triphala,Root,Diabetes,Indigestion,Mental Calmness,Decoction,854,Consume after meals,Adaptogenic,Stomach Upset,Vata-Pitta,Kapha
Manjistha,Fruit,Arthritis,Cough,Anti-inflammatory,Capsules,496,Take with warm water,Antiviral,Allergic Reaction,Tridosha,Pitta
Neem,Seed,Inflammation,Fatigue,Detoxification,Tablets,809,Consume after meals,Antifungal,Allergic Reaction,Vata,Kapha
Ashwagandha,Root,Arthritis,Headache,Digestive Aid,Capsules,141,Take with warm water,Analgesic,Allergic Reaction,Vata-Kapha,Pitta
Haritaki,Leaf,Digestive Disorders,Skin Rashes,Immune Booster,Oil,356,Take on an empty stomach,Antipyretic,None,Vata-Kapha,Vata
Brahmi,Leaf,Digestive Disorders,Fever,Anti-inflammatory,Powder,131,Consume after meals,Antipyretic,Drowsiness,Pitta-Kapha,Kapha
Triphala,Bark,Digestive Disorders,Fatigue,Mental Calmness,Tablets,168,Take with warm water,Antifungal,Stomach Upset,Kapha,Vata
Brahmi,Bark,Inflammation,Skin Rashes,Antioxidant,Tablets,295,Consume after meals,Antiviral,None,Pitta-Kapha,Pitta
Tulsi,Root,Respiratory Issues,Skin Rashes,Detoxification,Decoction,343,Take on an empty stomach,Antipyretic,None,Vata-Kapha,Kapha
Guggul,Flower,Skin Diseases,Anxiety,Digestive Aid,Churna,322,Consume after meals,Antibacterial,Drowsiness,Kapha,Vata
Shatavari,Root,Mental Stress,Headache,Mental Calmness,Decoction,533,Take with warm water,Antipyretic,Drowsiness,Pitta-Kapha,Kapha
Guggul,Fruit,Inflammation,Headache,Immune Booster,Capsules,403,Take on an empty stomach,Analgesic,Mild Nausea,Vata-Kapha,Vata
Haritaki,Bark,Skin Diseases,Anxiety,Digestive Aid,Capsules,923,Take on an empty stomach,Antipyretic,Allergic Reaction,Vata-Pitta,Kapha
Amla,Leaf,Arthritis,Indigestion,Anti-inflammatory,Capsules,187,Consume after meals,Analgesic,None,Tridosha,Pitta
Manjistha,Root,Skin Diseases,Joint Pain,Mental Calmness,Capsules,491,Consume after meals,Antipyretic,None,Kapha,Vata
Manjistha,Fruit,Inflammation,Indigestion,Mental Calmness,Decoction,450,Consume after meals,Antipyretic,Drowsiness,Vata-Kapha,Kapha
Guggul,Fruit,Inflammation,Cough,Detoxification,Churna,221,Mix with honey,Antiviral,None,Pitta,Vata
Ashwagandha,Flower,Arthritis,Fever,Detoxification,Decoction,677,Consume after meals,Antifungal,Mild Nausea,Pitta,Pitta
Neem,Leaf,Digestive Disorders,Cough,Mental Calmness,Oil,124,Mix with honey,Antipyretic,Stomach Upset,Vata,Vata
Guggul,Root,Skin Diseases,Headache,Mental Calmness,Oil,191,Consume after meals,Antibacterial,Mild Nausea,Vata-Pitta,Pitta
Ashwagandha,Leaf,Inflammation,Indigestion,Immune Booster,Decoction,533,Take with warm water,Antipyretic,Stomach Upset,Pitta,Vata
Shatavari,Root,Inflammation,Anxiety,Mental Calmness,Decoction,365,Take on an empty stomach,Antibacterial,Allergic Reaction,Kapha,Vata
Triphala,Flower,Mental Stress,Anxiety,Antioxidant,Capsules,707,Take with warm water,Analgesic,Mild Nausea,Pitta-Kapha,Vata
Triphala,Bark,Skin Diseases,Fever,Antioxidant,Oil,821,Mix with honey,Adaptogenic,Mild Nausea,Vata-Pitta,Vata
Manjistha,Leaf,Diabetes,Skin Rashes,Mental Calmness,Oil,742,Take on an empty stomach,Analgesic,None,Pitta-Kapha,Kapha
Shatavari,Bark,Mental Stress,Cough,Mental Calmness,Decoction,939,Consume after meals,Antibacterial,Mild Nausea,Vata-Pitta,Kapha
Tulsi,Fruit,Arthritis,Joint Pain,Immune Booster,Tablets,928,Take with warm water,Analgesic,Mild Nausea,Tridosha,Vata
Haritaki,Root,Inflammation,Headache,Antioxidant,Oil,122,Take on an empty stomach,Antibacterial,Drowsiness,Kapha,Pitta
Shatavari,Root,Digestive Disorders,Joint Pain,Immune Booster,Tablets,980,Mix with honey,Adaptogenic,None,Kapha,Pitta
Tulsi,Flower,Arthritis,Cough,Detoxification,Oil,241,Mix with honey,Analgesic,Mild Nausea,Vata-Pitta,Pitta
Tulsi,Leaf,Digestive Disorders,Joint Pain,Digestive Aid,Churna,764,Mix with honey,Adaptogenic,Stomach Upset,Vata-Kapha,Vata
Neem,Bark,Arthritis,Fatigue,Detoxification,Churna,508,Take on an empty stomach,Analgesic,None,Tridosha,Vata
Brahmi,Fruit,Respiratory Issues,Fever,Immune Booster,Tablets,370,Consume after meals,Antiviral,Stomach Upset,Vata,Pitta
Neem,Flower,Inflammation,Joint Pain,Immune Booster,Decoction,568,Take with warm water,Antiviral,Drowsiness,Vata-Pitta,Kapha
Amla,Seed,Inflammation,Skin Rashes,Digestive Aid,Decoction,520,Mix with honey,Antiviral,None,Kapha,Kapha
Shatavari,Fruit,Arthritis,Indigestion,Digestive Aid,Capsules,811,Take on an empty stomach,Antibacterial,None,Vata-Pitta,Kapha
Brahmi,Flower,Skin Diseases,Indigestion,Detoxification,Powder,660,Mix with honey,Antifungal,Stomach Upset,Pitta-Kapha,Pitta
Shatavari,Seed,Respiratory Issues,Fatigue,Digestive Aid,Tablets,516,Consume after meals,Antifungal,None,Vata-Pitta,Vata
Manjistha,Fruit,Respiratory Issues,Fever,Antioxidant,Powder,200,Mix with honey,Antiviral,Stomach Upset,Vata-Pitta,Vata
Tulsi,Root,Respiratory Issues,Fatigue,Immune Booster,Churna,527,Take on an empty stomach,Analgesic,None,Vata-Pitta,Kapha
Brahmi,Root,Digestive Disorders,Cough,Anti-inflammatory,Churna,780,Mix with honey,Antifungal,Drowsiness,Tridosha,Pitta
Guggul,Flower,Mental Stress,Fatigue,Detoxification,Capsules,583,Take with warm water,Adaptogenic,None,Vata-Kapha,Pitta
Shatavari,Root,Inflammation,Cough,Digestive Aid,Tablets,807,Consume after meals,Analgesic,None,Pitta-Kapha,Kapha
Shatavari,Fruit,Inflammation,Headache,Antioxidant,Decoction,366,Take with warm water,Adaptogenic,Stomach Upset,Pitta,Kapha
Manjistha,Seed,Diabetes,Headache,Digestive Aid,Powder,867,Take with warm water,Antiviral,Mild Nausea,Vata-Pitta,Vata
Neem,Flower,Inflammation,Cough,Detoxification,Churna,394,Take on an empty stomach,Antibacterial,Drowsiness,Tridosha,Kapha
Triphala,Bark,Diabetes,Fatigue,Digestive Aid,Oil,722,Take with warm water,Antibacterial,Allergic Reaction,Vata,Pitta
Ashwagandha,Leaf,Skin Diseases,Skin Rashes,Anti-inflammatory,Capsules,564,Take with warm water,Analgesic,None,Vata,Kapha
Ashwagandha,Seed,Digestive Disorders,Cough,Digestive Aid,Churna,905,Mix with honey,Antiviral,Mild Nausea,Kapha,Kapha
Shatavari,Seed,Mental Stress,Anxiety,Digestive Aid,Powder,656,Take with warm water,Antiviral,Stomach Upset,Pitta-Kapha,Vata
Guggul,Leaf,Inflammation,Fatigue,Antioxidant,Powder,883,Consume after meals,Adaptogenic,Drowsiness,Vata-Pitta,Kapha
Tulsi,Leaf,Inflammation,Anxiety,Antioxidant,Powder,232,Take with warm water,Analgesic,Mild Nausea,Kapha,Pitta
Guggul,Seed,Inflammation,Fever,Antioxidant,Capsules,977,Consume after meals,Antiviral,Allergic Reaction,Vata-Kapha,Kapha
Haritaki,Seed,Skin Diseases,Joint Pain,Detoxification,Decoction,612,Mix with honey,Antiviral,None,Pitta,Kapha
Guggul,Fruit,Skin Diseases,Skin Rashes,Detoxification,Capsules,801,Mix with honey,Antiviral,Stomach Upset,Vata-Pitta,Vata
Ashwagandha,Flower,Diabetes,Indigestion,Digestive Aid,Churna,487,Take with warm water,Antipyretic,Drowsiness,Vata-Pitta,Vata
Neem,Flower,Arthritis,Headache,Digestive Aid,Tablets,164,Take with warm water,Analgesic,Mild Nausea,Kapha,Kapha
Guggul,Root,Diabetes,Headache,Digestive Aid,Powder,619,Consume after meals,Adaptogenic,Allergic Reaction,Vata,Pitta
Tulsi,Bark,Inflammation,Joint Pain,Mental Calmness,Churna,427,Mix with honey,Analgesic,Allergic Reaction,Vata,Vata
Triphala,Seed,Respiratory Issues,Fever,Anti-inflammatory,Capsules,793,Mix with honey,Antipyretic,Mild Nausea,Vata-Pitta,Kapha
Ashwagandha,Leaf,Skin Diseases,Indigestion,Immune Booster,Decoction,805,Mix with honey,Analgesic,Mild Nausea,Tridosha,Pitta
Shatavari,Fruit,Diabetes,Anxiety,Anti-inflammatory,Tablets,944,Take with warm water,Analgesic,Allergic Reaction,Pitta-Kapha,Pitta
Haritaki,Flower,Mental Stress,Joint Pain,Antioxidant,Decoction,974,Mix with honey,Antipyretic,None,Pitta,Pitta
Triphala,Root,Mental Stress,Joint Pain,Detoxification,Churna,251,Take on an empty stomach,Adaptogenic,Stomach Upset,Kapha,Pitta
Ashwagandha,Flower,Digestive Disorders,Indigestion,Antioxidant,Decoction,318,Mix with honey,Antipyretic,Allergic Reaction,Tridosha,Kapha
Triphala,Flower,Skin Diseases,Fever,Anti-inflammatory,Decoction,709,Mix with honey,Antipyretic,Stomach Upset,Pitta-Kapha,Pitta
Ashwagandha,Seed,Skin Diseases,Fatigue,Detoxification,Decoction,616,Take on an empty stomach,Adaptogenic,Stomach Upset,Vata-Pitta,Vata
Brahmi,Fruit,Arthritis,Headache,Mental Calmness,Capsules,613,Consume after meals,Antiviral,Mild Nausea,Pitta-Kapha,Pitta
Tulsi,Fruit,Respiratory Issues,Joint Pain,Immune Booster,Powder,252,Take with warm water,Antipyretic,Allergic Reaction,Vata-Kapha,Pitta
Amla,Bark,Skin Diseases,Joint Pain,Anti-inflammatory,Capsules,342,Consume after meals,Antibacterial,None,Kapha,Vata
Shatavari,Root,Digestive Disorders,Fever,Digestive Aid,Tablets,659,Consume after meals,Analgesic,None,Tridosha,Pitta
Ashwagandha,Bark,Arthritis,Joint Pain,Anti-inflammatory,Powder,999,Consume after meals,Antifungal,Drowsiness,Kapha,Pitta
Brahmi,Bark,Respiratory Issues,Anxiety,Digestive Aid,Churna,171,Take on an empty stomach,Antibacterial,None,Pitta-Kapha,Kapha
Brahmi,Fruit,Arthritis,Cough,Detoxification,Decoction,198,Take with warm water,Antifungal,None,Tridosha,Pitta
Brahmi,Fruit,Respiratory Issues,Anxiety,Anti-inflammatory,Powder,265,Take on an empty stomach,Analgesic,Mild Nausea,Pitta-Kapha,Pitta
Neem,Seed,Diabetes,Cough,Anti-inflammatory,Oil,255,Take with warm water,Antibacterial,Allergic Reaction,Vata-Pitta,Pitta
Triphala,Fruit,Skin Diseases,Joint Pain,Anti-inflammatory,Oil,148,Mix with honey,Adaptogenic,Drowsiness,Tridosha,Kapha
Neem,Root,Skin Diseases,Joint Pain,Detoxification,Powder,709,Consume after meals,Analgesic,Drowsiness,Pitta-Kapha,Vata
Triphala,Leaf,Digestive Disorders,Fever,Immune Booster,Decoction,665,Consume after meals,Antibacterial,None,Vata-Pitta,Kapha
Shatavari,Root,Arthritis,Cough,Antioxidant,Oil,720,Consume after meals,Adaptogenic,None,Pitta-Kapha,Pitta
Ashwagandha,Leaf,Diabetes,Indigestion,Anti-inflammatory,Oil,465,Take on an empty stomach,Antipyretic,Mild Nausea,Pitta,Vata
Manjistha,Leaf,Diabetes,Fever,Detoxification,Decoction,578,Take on an empty stomach,Antifungal,Drowsiness,Vata,Vata
Ashwagandha,Root,Respiratory Issues,Headache,Detoxification,Decoction,371,Consume after meals,Analgesic,Mild Nausea,Tridosha,Vata
Tulsi,Root,Respiratory Issues,Indigestion,Mental Calmness,Decoction,763,Take with warm water,Analgesic,Mild Nausea,Kapha,Vata
Ashwagandha,Leaf,Digestive Disorders,Fever,Mental Calmness,Powder,761,Take on an empty stomach,Adaptogenic,Stomach Upset,Tridosha,Pitta
Ashwagandha,Leaf,Digestive Disorders,Fatigue,Digestive Aid,Decoction,179,Consume after meals,Adaptogenic,Drowsiness,Kapha,Kapha
Guggul,Root,Arthritis,Fatigue,Immune Booster,Powder,513,Take with warm water,Antifungal,None,Tridosha,Kapha
Ashwagandha,Seed,Respiratory Issues,Fever,Detoxification,Powder,173,Consume after meals,Antibacterial,Drowsiness,Tridosha,Vata
Neem,Flower,Diabetes,Skin Rashes,Anti-inflammatory,Capsules,957,Mix with honey,Analgesic,Drowsiness,Vata,Pitta
Triphala,Bark,Digestive Disorders,Fever,Detoxification,Decoction,850,Mix with honey,Antifungal,Allergic Reaction,Vata-Kapha,Kapha
Guggul,Bark,Inflammation,Anxiety,Immune Booster,Capsules,443,Take on an empty stomach,Antipyretic,None,Kapha,Kapha
Neem,Root,Inflammation,Joint Pain,Anti-inflammatory,Tablets,154,Take with warm water,Antipyretic,Stomach Upset,Vata-Pitta,Pitta
Brahmi,Fruit,Respiratory Issues,Fatigue,Antioxidant,Powder,312,Consume after meals,Antipyretic,Allergic Reaction,Tridosha,Pitta
Amla,Fruit,Inflammation,Headache,Antioxidant,Capsules,870,Consume after meals,Antibacterial,Stomach Upset,Vata-Kapha,Vata
Haritaki,Flower,Respiratory Issues,Joint Pain,Antioxidant,Capsules,659,Mix with honey,Antiviral,None,Kapha,Vata
Brahmi,Leaf,Arthritis,Joint Pain,Detoxification,Decoction,962,Take with warm water,Antifungal,Stomach Upset,Vata-Pitta,Vata
Shatavari,Fruit,Arthritis,Indigestion,Antioxidant,Capsules,339,Consume after meals,Antipyretic,Stomach Upset,Vata,Pitta
Guggul,Flower,Inflammation,Fever,Antioxidant,Churna,899,Take on an empty stomach,Adaptogenic,Stomach Upset,Pitta-Kapha,Vata
Tulsi,Flower,Skin Diseases,Skin Rashes,Detoxification,Capsules,322,Consume after meals,Adaptogenic,None,Tridosha,Pitta
Triphala,Bark,Inflammation,Cough,Digestive Aid,Decoction,390,Mix with honey,Antiviral,Mild Nausea,Vata-Pitta,Vata
Guggul,Bark,Digestive Disorders,Indigestion,Digestive Aid,Capsules,868,Consume after meals,Antifungal,Drowsiness,Vata-Pitta,Vata
Guggul,Root,Inflammation,Fatigue,Antioxidant,Capsules,576,Consume after meals,Antifungal,None,Vata-Kapha,Pitta
Haritaki,Flower,Inflammation,Fatigue,Mental Calmness,Tablets,839,Take with warm water,Analgesic,Mild Nausea,Vata-Pitta,Vata
Shatavari,Leaf,Diabetes,Fatigue,Digestive Aid,Decoction,823,Consume after meals,Antibacterial,Stomach Upset,Vata-Pitta,Pitta
Tulsi,Flower,Inflammation,Fever,Mental Calmness,Capsules,291,Take with warm water,Antiviral,None,Kapha,Vata
Haritaki,Seed,Inflammation,Cough,Immune Booster,Capsules,316,Consume after meals,Antiviral,None,Pitta,Kapha
Amla,Bark,Mental Stress,Cough,Anti-inflammatory,Decoction,637,Take on an empty stomach,Antifungal,Mild Nausea,Pitta-Kapha,Vata
Amla,Fruit,Arthritis,Anxiety,Antioxidant,Capsules,523,Take with warm water,Antiviral,Stomach Upset,Vata-Pitta,Kapha
Ashwagandha,Bark,Diabetes,Skin Rashes,Mental Calmness,Powder,704,Mix with honey,Antibacterial,Stomach Upset,Kapha,Kapha
Manjistha,Fruit,Diabetes,Fever,Immune Booster,Oil,852,Take on an empty stomach,Adaptogenic,Stomach Upset,Vata,Kapha
Ashwagandha,Bark,Inflammation,Joint Pain,Digestive Aid,Decoction,157,Consume after meals,Antibacterial,Stomach Upset,Vata,Kapha
Neem,Flower,Respiratory Issues,Anxiety,Immune Booster,Tablets,763,Consume after meals,Adaptogenic,None,Tridosha,Vata
Neem,Root,Arthritis,Cough,Mental Calmness,Decoction,594,Take with warm water,Antibacterial,Allergic Reaction,Vata,Kapha
Brahmi,Bark,Digestive Disorders,Skin Rashes,Immune Booster,Decoction,365,Take with warm water,Antibacterial,None,Kapha,Kapha
Triphala,Seed,Diabetes,Fatigue,Anti-inflammatory,Tablets,925,Take with warm water,Antiviral,Stomach Upset,Pitta,Pitta
Amla,Leaf,Inflammation,Headache,Detoxification,Oil,371,Take with warm water,Analgesic,Allergic Reaction,Vata,Pitta
Ashwagandha,Leaf,Respiratory Issues,Cough,Detoxification,Oil,362,Take on an empty stomach,Antifungal,Drowsiness,Vata-Kapha,Kapha
Amla,Bark,Arthritis,Joint Pain,Mental Calmness,Decoction,158,Consume after meals,Antipyretic,Stomach Upset,Vata-Pitta,Kapha
