Herb Name,Parts Used in Treatment,Disease,Symptoms/Condition,Therapeutic Uses,Formulation,Dosage (mg),Administration Guidelines,Pharmacological Property,Side Effects,Prakriti,Dosha
Haritaki,Flower,Hypertension,Breathing Difficulty,Detoxification,Oil,730,Take before sleep,Hepatoprotective,Stomach Upset,Vata-Kapha,Pitta
Neem,Bark,Liver Disorders,Anxiety,Immune Booster,Decoction,572,Take twice daily,Anti-hypertensive,Diarrhea,Vata,Vata
Manjistha,Fruit,Digestive Disorders,Stress,Anti-inflammatory,Juice,905,Mix with honey,Hepatoprotective,Stomach Upset,Kapha,Vata
Brahmi,Root,Arthritis,Joint Pain,Immune Booster,Oil,499,Consume after meals,Antibacterial,None,Tridosha,Kapha
Neem,Leaf,Mental Stress,Fever,Digestive Aid,Tablets,931,Take twice daily,Hypoglycemic,Stomach Upset,Pitta-Kapha,Vata
Brahmi,Seed,Liver Disorders,Breathing Difficulty,Anti-inflammatory,Oil,877,Take twice daily,Antipyretic,Diarrhea,Vata-Pitta,Pitta
Neem,Seed,Hypertension,Fever,Detoxification,Churna,298,Mix with honey,Antibacterial,Drowsiness,Vata-Kapha,Pitta
Neem,Seed,Arthritis,Cough,Adaptogen,Capsules,173,Apply externally,Antiviral,Allergic Reaction,Pitta,Pitta
Ashwagandha,Leaf,Respiratory Issues,Headache,Antioxidant,Tablets,540,Take before sleep,Anti-inflammatory,Headache,Pitta-Kapha,Kapha
Shatavari,Seed,Diabetes,Cough,Mental Calmness,Tablets,923,Apply externally,Analgesic,Diarrhea,Vata-Pitta,Pitta
Triphala,Leaf,Skin Diseases,Breathing Difficulty,Anti-inflammatory,Tablets,707,Mix with honey,Antipyretic,Diarrhea,Tridosha,Pitta
Shatavari,Bark,Arthritis,Breathing Difficulty,Anti-hypertensive,Juice,135,Mix with honey,Antipyretic,None,Vata-Kapha,Vata
Brahmi,Flower,Arthritis,Joint Pain,Antiseptic,Decoction,694,Mix with honey,Anti-hypertensive,Diarrhea,Vata-Kapha,Kapha
Brahmi,Flower,Hypertension,Stress,Mental Calmness,Churna,623,Take twice daily,Antiviral,Drowsiness,Pitta-Kapha,Kapha
Triphala,Fruit,Mental Stress,Fatigue,Detoxification,Decoction,476,Consume after meals,Antiviral,None,Vata,Pitta
Triphala,Leaf,Diabetes,Cough,Anti-inflammatory,Juice,784,Take on an empty stomach,Anti-inflammatory,Mild Nausea,Pitta,Pitta
Triphala,Leaf,Respiratory Issues,Indigestion,Adaptogen,Capsules,221,Take before sleep,Anti-inflammatory,None,Tridosha,Pitta
Haritaki,Seed,Digestive Disorders,Cough,Antioxidant,Churna,528,Take twice daily,Antifungal,Headache,Vata-Kapha,Kapha
Tulsi,Seed,Diabetes,Fatigue,Digestive Aid,Oil,131,Take twice daily,Anti-hypertensive,Drowsiness,Pitta,Vata
Guggul,Root,Hypertension,Stress,Detoxification,Decoction,596,Take with warm water,Adaptogenic,Diarrhea,Pitta,Kapha
Amla,Fruit,Diabetes,Stress,Adaptogen,Churna,739,Mix with honey,Hepatoprotective,Drowsiness,Kapha,Vata
Haritaki,Root,Respiratory Issues,Anxiety,Immune Booster,Decoction,410,Take twice daily,Hepatoprotective,None,Kapha,Vata
Amla,Bark,Mental Stress,Cough,Antiseptic,Capsules,876,Take on an empty stomach,Hypoglycemic,Allergic Reaction,Pitta-Kapha,Kapha
Brahmi,Bark,Skin Diseases,Breathing Difficulty,Digestive Aid,Juice,974,Consume after meals,Anti-hypertensive,Allergic Reaction,Kapha,Vata
Shatavari,Bark,Diabetes,Anxiety,Adaptogen,Powder,939,Consume after meals,Hypoglycemic,Diarrhea,Kapha,Vata
Tulsi,Bark,Digestive Disorders,Joint Pain,Antiseptic,Juice,354,Apply externally,Anti-inflammatory,None,Pitta,Vata
Shatavari,Flower,Respiratory Issues,Inflammation,Anti-hypertensive,Churna,427,Take on an empty stomach,Hypoglycemic,Allergic Reaction,Pitta-Kapha,Vata
Neem,Flower,Inflammation,Fatigue,Antiseptic,Decoction,585,Take with warm water,Adaptogenic,Allergic Reaction,Kapha,Kapha
Brahmi,Leaf,Diabetes,Headache,Mental Calmness,Capsules,396,Take with warm water,Antifungal,Headache,Vata,Pitta
Haritaki,Seed,Digestive Disorders,High Blood Pressure,Anti-hypertensive,Oil,414,Take on an empty stomach,Analgesic,Mild Nausea,Pitta,Pitta
Triphala,Flower,Respiratory Issues,Stress,Adaptogen,Oil,536,Apply externally,Antiviral,Mild Nausea,Tridosha,Vata
Haritaki,Fruit,Arthritis,Cough,Immune Booster,Tablets,802,Apply externally,Hepatoprotective,Diarrhea,Vata-Pitta,Vata
Brahmi,Bark,Mental Stress,Headache,Antioxidant,Juice,973,Take twice daily,Antipyretic,None,Vata-Kapha,Pitta
Guggul,Fruit,Mental Stress,Breathing Difficulty,Detoxification,Capsules,645,Mix with honey,Adaptogenic,Diarrhea,Vata-Pitta,Pitta
Tulsi,Bark,Skin Diseases,Anxiety,Detoxification,Oil,586,Mix with honey,Antiviral,Stomach Upset,Kapha,Kapha
Manjistha,Bark,Liver Disorders,High Blood Pressure,Anti-inflammatory,Oil,147,Take on an empty stomach,Antiviral,Drowsiness,Vata-Kapha,Kapha
Neem,Fruit,Inflammation,Joint Pain,Adaptogen,Tablets,854,Take on an empty stomach,Antiviral,Mild Nausea,Vata-Kapha,Kapha
Neem,Seed,Hypertension,Joint Pain,Antioxidant,Juice,282,Take before sleep,Antipyretic,None,Vata-Pitta,Pitta
Neem,Leaf,Inflammation,Anxiety,Mental Calmness,Powder,489,Consume after meals,Adaptogenic,Mild Nausea,Vata-Kapha,Vata
Haritaki,Bark,Respiratory Issues,Stress,Detoxification,Churna,752,Consume after meals,Adaptogenic,None,Kapha,Pitta
Neem,Root,Arthritis,Breathing Difficulty,Antioxidant,Oil,527,Apply externally,Antibacterial,Stomach Upset,Vata,Vata
Shatavari,Seed,Skin Diseases,Indigestion,Immune Booster,Powder,389,Take before sleep,Antipyretic,None,Vata-Kapha,Vata
Triphala,Root,Mental Stress,Fever,Anti-inflammatory,Extract,507,Take with warm water,Antipyretic,Stomach Upset,Pitta,Pitta
Brahmi,Bark,Liver Disorders,Cough,Immune Booster,Juice,596,Take twice daily,Antiviral,Stomach Upset,Kapha,Vata
Haritaki,Leaf,Diabetes,Cough,Detoxification,Tablets,519,Take before sleep,Analgesic,Diarrhea,Tridosha,Pitta
Neem,Leaf,Mental Stress,Breathing Difficulty,Antiseptic,Powder,428,Take before sleep,Adaptogenic,Diarrhea,Kapha,Pitta
Haritaki,Leaf,Digestive Disorders,Cough,Adaptogen,Decoction,615,Apply externally,Antiviral,None,Vata-Pitta,Kapha
Ashwagandha,Flower,Arthritis,Anxiety,Immune Booster,Juice,673,Mix with honey,Anti-hypertensive,Drowsiness,Pitta,Pitta
Ashwagandha,Bark,Arthritis,Cough,Mental Calmness,Powder,946,Take before sleep,Analgesic,Stomach Upset,Tridosha,Kapha
Neem,Root,Digestive Disorders,Inflammation,Immune Booster,Churna,159,Take twice daily,Anti-hypertensive,Mild Nausea,Vata-Kapha,Vata
Tulsi,Root,Skin Diseases,High Blood Pressure,Digestive Aid,Tablets,483,Take with warm water,Antiviral,Stomach Upset,Vata-Pitta,Vata
Haritaki,Root,Liver Disorders,Fever,Anti-hypertensive,Oil,987,Take with warm water,Anti-inflammatory,Allergic Reaction,Tridosha,Vata
Triphala,Seed,Respiratory Issues,Breathing Difficulty,Anti-hypertensive,Powder,375,Mix with honey,Hypoglycemic,None,Vata-Kapha,Vata
Ashwagandha,Seed,Liver Disorders,Breathing Difficulty,Antioxidant,Juice,454,Take with warm water,Hepatoprotective,Diarrhea,Pitta,Pitta
Amla,Seed,Inflammation,Joint Pain,Adaptogen,Oil,235,Apply externally,Anti-inflammatory,Headache,Vata-Kapha,Vata
Amla,Leaf,Diabetes,Fever,Antiseptic,Decoction,742,Take with warm water,Antifungal,None,Vata-Pitta,Pitta
Brahmi,Bark,Digestive Disorders,Skin Rashes,Antiseptic,Extract,881,Take twice daily,Hypoglycemic,Stomach Upset,Vata,Vata
Triphala,Fruit,Digestive Disorders,Skin Rashes,Anti-hypertensive,Juice,519,Take on an empty stomach,Anti-inflammatory,Allergic Reaction,Vata,Pitta
Amla,Leaf,Hypertension,Indigestion,Anti-inflammatory,Powder,989,Mix with honey,Antibacterial,Drowsiness,Vata,Kapha
Tulsi,Root,Digestive Disorders,Anxiety,Immune Booster,Capsules,310,Take on an empty stomach,Hypoglycemic,Stomach Upset,Pitta-Kapha,Pitta
Triphala,Seed,Digestive Disorders,Anxiety,Anti-hypertensive,Powder,624,Mix with honey,Antifungal,Allergic Reaction,Tridosha,Pitta
Amla,Seed,Arthritis,Indigestion,Antioxidant,Powder,719,Mix with honey,Analgesic,Diarrhea,Kapha,Kapha
Brahmi,Seed,Hypertension,Fever,Anti-hypertensive,Tablets,455,Take with warm water,Anti-hypertensive,Mild Nausea,Vata-Kapha,Pitta
Neem,Flower,Digestive Disorders,Fever,Antioxidant,Tablets,455,Consume after meals,Antibacterial,Allergic Reaction,Vata-Pitta,Kapha
Manjistha,Fruit,Skin Diseases,Skin Rashes,Adaptogen,Capsules,806,Consume after meals,Antifungal,Drowsiness,Pitta-Kapha,Vata
Triphala,Fruit,Diabetes,Joint Pain,Antioxidant,Powder,134,Consume after meals,Antibacterial,Diarrhea,Pitta,Pitta
Triphala,Bark,Skin Diseases,Fatigue,Antioxidant,Churna,662,Consume after meals,Analgesic,Diarrhea,Pitta,Kapha
Shatavari,Leaf,Skin Diseases,High Blood Pressure,Immune Booster,Tablets,511,Take twice daily,Antifungal,Mild Nausea,Vata-Kapha,Pitta
Triphala,Fruit,Mental Stress,Fever,Anti-hypertensive,Decoction,911,Take twice daily,Hypoglycemic,Mild Nausea,Pitta,Kapha
Manjistha,Fruit,Arthritis,Cough,Antiseptic,Tablets,623,Take before sleep,Adaptogenic,Drowsiness,Vata-Kapha,Vata
Brahmi,Seed,Digestive Disorders,Inflammation,Digestive Aid,Decoction,663,Take with warm water,Antibacterial,Drowsiness,Tridosha,Kapha
Ashwagandha,Bark,Diabetes,Stress,Detoxification,Capsules,682,Consume after meals,Anti-inflammatory,Mild Nausea,Pitta,Kapha
Neem,Flower,Hypertension,Cough,Anti-hypertensive,Tablets,664,Consume after meals,Adaptogenic,Drowsiness,Vata,Pitta
Tulsi,Seed,Mental Stress,Fatigue,Immune Booster,Juice,981,Take twice daily,Hepatoprotective,Stomach Upset,Vata-Kapha,Pitta
Shatavari,Fruit,Inflammation,Fatigue,Digestive Aid,Tablets,550,Take on an empty stomach,Antiviral,None,Pitta,Vata
Guggul,Root,Liver Disorders,Cough,Adaptogen,Capsules,308,Take before sleep,Anti-hypertensive,Mild Nausea,Pitta,Kapha
Triphala,Seed,Respiratory Issues,Stress,Digestive Aid,Capsules,608,Consume after meals,Analgesic,None,Vata-Kapha,Vata
Ashwagandha,Flower,Inflammation,Headache,Mental Calmness,Churna,579,Apply externally,Antiviral,Mild Nausea,Vata-Kapha,Vata
Triphala,Root,Inflammation,Anxiety,Mental Calmness,Capsules,163,Take twice daily,Hepatoprotective,Diarrhea,Kapha,Kapha
Guggul,Flower,Skin Diseases,Breathing Difficulty,Anti-inflammatory,Oil,404,Consume after meals,Antipyretic,Drowsiness,Tridosha,Kapha
Tulsi,Flower,Mental Stress,Anxiety,Anti-inflammatory,Capsules,851,Apply externally,Antiviral,Mild Nausea,Vata,Pitta
Haritaki,Fruit,Diabetes,Cough,Antioxidant,Extract,583,Mix with honey,Hypoglycemic,None,Vata-Pitta,Vata
Guggul,Bark,Arthritis,Headache,Mental Calmness,Churna,590,Take on an empty stomach,Antifungal,Stomach Upset,Tridosha,Vata
Shatavari,Seed,Arthritis,Joint Pain,Anti-hypertensive,Oil,417,Apply externally,Antibacterial,Stomach Upset,Pitta,Kapha
Shatavari,Bark,Liver Disorders,Fatigue,Anti-hypertensive,Juice,159,Take on an empty stomach,Analgesic,Diarrhea,Vata,Kapha
Shatavari,Seed,Liver Disorders,Stress,Mental Calmness,Tablets,221,Take twice daily,Antiviral,Allergic Reaction,Pitta-Kapha,Vata
Manjistha,Bark,Skin Diseases,Skin Rashes,Mental Calmness,Oil,239,Take on an empty stomach,Anti-hypertensive,Drowsiness,Vata-Kapha,Vata
Manjistha,Fruit,Digestive Disorders,Fatigue,Detoxification,Decoction,589,Take twice daily,Anti-inflammatory,Headache,Vata,Vata
Triphala,Root,Liver Disorders,Cough,Antioxidant,Powder,328,Take on an empty stomach,Antifungal,Drowsiness,Kapha,Kapha
Neem,Root,Respiratory Issues,Anxiety,Detoxification,Capsules,474,Mix with honey,Antiviral,Drowsiness,Vata-Pitta,Pitta
Shatavari,Bark,Liver Disorders,Inflammation,Digestive Aid,Decoction,358,Apply externally,Antifungal,Diarrhea,Vata,Pitta
Ashwagandha,Seed,Liver Disorders,Stress,Antioxidant,Oil,344,Apply externally,Hypoglycemic,Allergic Reaction,Vata-Kapha,Kapha
Neem,Seed,Arthritis,Skin Rashes,Adaptogen,Extract,805,Apply externally,Hepatoprotective,Diarrhea,Vata-Kapha,Vata
Triphala,Seed,Liver Disorders,Skin Rashes,Detoxification,Decoction,398,Take with warm water,Antifungal,None,Pitta,Vata
Brahmi,Fruit,Hypertension,Indigestion,Adaptogen,Oil,725,Consume after meals,Antiviral,Drowsiness,Vata,Pitta
Neem,Bark,Hypertension,Anxiety,Anti-hypertensive,Decoction,968,Take with warm water,Antifungal,Allergic Reaction,Kapha,Pitta
Guggul,Leaf,Digestive Disorders,Breathing Difficulty,Anti-hypertensive,Powder,831,Take on an empty stomach,Anti-inflammatory,Mild Nausea,Pitta-Kapha,Pitta
Tulsi,Leaf,Digestive Disorders,High Blood Pressure,Mental Calmness,Powder,668,Take before sleep,Anti-hypertensive,Mild Nausea,Vata-Kapha,Kapha
Amla,Seed,Respiratory Issues,Joint Pain,Anti-hypertensive,Capsules,800,Mix with honey,Antiviral,Mild Nausea,Pitta,Vata
Amla,Flower,Diabetes,High Blood Pressure,Antiseptic,Tablets,347,Take twice daily,Hepatoprotective,Stomach Upset,Pitta-Kapha,Kapha
Brahmi,Fruit,Hypertension,Indigestion,Mental Calmness,Churna,901,Consume after meals,Hepatoprotective,Drowsiness,Vata-Pitta,Pitta
Tulsi,Fruit,Diabetes,Stress,Anti-hypertensive,Oil,938,Apply externally,Antiviral,Headache,Pitta,Kapha
Amla,Flower,Diabetes,High Blood Pressure,Antiseptic,Decoction,150,Take before sleep,Antifungal,None,Tridosha,Pitta
Guggul,Leaf,Mental Stress,Skin Rashes,Antiseptic,Churna,196,Take twice daily,Hepatoprotective,Allergic Reaction,Vata-Pitta,Kapha
Guggul,Root,Liver Disorders,Skin Rashes,Immune Booster,Decoction,527,Take with warm water,Antibacterial,Drowsiness,Tridosha,Pitta
Amla,Root,Inflammation,Fever,Detoxification,Capsules,396,Apply externally,Anti-hypertensive,Stomach Upset,Vata-Pitta,Vata
Brahmi,Root,Mental Stress,Inflammation,Immune Booster,Capsules,269,Mix with honey,Anti-hypertensive,Allergic Reaction,Pitta-Kapha,Vata
Neem,Root,Hypertension,Indigestion,Detoxification,Juice,915,Take with warm water,Antiviral,Mild Nausea,Tridosha,Kapha
Guggul,Flower,Diabetes,Skin Rashes,Mental Calmness,Churna,655,Take on an empty stomach,Antifungal,Drowsiness,Pitta-Kapha,Vata
Tulsi,Leaf,Mental Stress,Stress,Adaptogen,Juice,903,Apply externally,Hepatoprotective,Mild Nausea,Tridosha,Kapha
Ashwagandha,Seed,Arthritis,Cough,Anti-hypertensive,Juice,114,Take with warm water,Antiviral,Stomach Upset,Kapha,Vata
Guggul,Leaf,Mental Stress,Fever,Mental Calmness,Oil,681,Take before sleep,Hepatoprotective,Headache,Kapha,Pitta
Neem,Flower,Arthritis,High Blood Pressure,Anti-inflammatory,Tablets,614,Take twice daily,Adaptogenic,None,Kapha,Kapha
Shatavari,Leaf,Digestive Disorders,Anxiety,Mental Calmness,Powder,602,Take twice daily,Antipyretic,Diarrhea,Pitta,Kapha
Triphala,Fruit,Digestive Disorders,Breathing Difficulty,Adaptogen,Extract,736,Consume after meals,Antibacterial,Drowsiness,Vata,Kapha
Tulsi,Root,Digestive Disorders,High Blood Pressure,Digestive Aid,Capsules,692,Take with warm water,Anti-hypertensive,Headache,Kapha,Vata
Ashwagandha,Leaf,Hypertension,Anxiety,Detoxification,Decoction,717,Mix with honey,Hypoglycemic,Headache,Pitta,Vata
Shatavari,Seed,Respiratory Issues,Anxiety,Adaptogen,Churna,672,Take on an empty stomach,Antipyretic,Stomach Upset,Tridosha,Vata
Tulsi,Fruit,Inflammation,Anxiety,Adaptogen,Extract,959,Apply externally,Adaptogenic,Allergic Reaction,Vata-Kapha,Vata
Brahmi,Bark,Liver Disorders,Inflammation,Digestive Aid,Tablets,279,Take before sleep,Adaptogenic,None,Vata-Pitta,Vata
Amla,Seed,Diabetes,Fever,Adaptogen,Oil,594,Consume after meals,Antiviral,Stomach Upset,Vata-Pitta,Vata
Neem,Root,Digestive Disorders,Anxiety,Adaptogen,Powder,400,Take twice daily,Anti-inflammatory,Mild Nausea,Vata,Pitta
Haritaki,Leaf,Digestive Disorders,Fatigue,Digestive Aid,Juice,380,Mix with honey,Anti-hypertensive,Drowsiness,Vata-Pitta,Pitta
Amla,Fruit,Diabetes,Stress,Anti-inflammatory,Tablets,327,Apply externally,Antipyretic,Allergic Reaction,Vata-Pitta,Vata
Haritaki,Bark,Arthritis,Inflammation,Digestive Aid,Capsules,780,Apply externally,Analgesic,Mild Nausea,Vata-Pitta,Vata
Manjistha,Bark,Hypertension,Breathing Difficulty,Detoxification,Capsules,286,Mix with honey,Analgesic,Diarrhea,Pitta-Kapha,Pitta
Guggul,Leaf,Digestive Disorders,Indigestion,Antioxidant,Juice,556,Apply externally,Anti-hypertensive,Mild Nausea,Vata-Kapha,Kapha
Brahmi,Bark,Skin Diseases,Anxiety,Mental Calmness,Churna,331,Take before sleep,Antibacterial,Stomach Upset,Pitta,Pitta
Amla,Flower,Mental Stress,Joint Pain,Anti-inflammatory,Extract,199,Take with warm water,Antipyretic,None,Kapha,Pitta
Haritaki,Flower,Skin Diseases,Indigestion,Antioxidant,Powder,982,Consume after meals,Adaptogenic,None,Kapha,Vata
Neem,Bark,Liver Disorders,Anxiety,Digestive Aid,Juice,477,Mix with honey,Hepatoprotective,Stomach Upset,Pitta,Vata
Triphala,Leaf,Skin Diseases,Joint Pain,Anti-inflammatory,Powder,541,Take with warm water,Hypoglycemic,Stomach Upset,Pitta-Kapha,Vata
Manjistha,Flower,Digestive Disorders,Headache,Anti-inflammatory,Powder,129,Take before sleep,Antipyretic,Diarrhea,Pitta,Kapha
Ashwagandha,Leaf,Respiratory Issues,Fatigue,Adaptogen,Powder,907,Take twice daily,Antipyretic,Stomach Upset,Vata,Vata
Ashwagandha,Leaf,Arthritis,Inflammation,Anti-inflammatory,Tablets,874,Mix with honey,Hypoglycemic,Stomach Upset,Kapha,Vata
Haritaki,Bark,Hypertension,High Blood Pressure,Antiseptic,Powder,433,Take twice daily,Hepatoprotective,Mild Nausea,Vata-Kapha,Kapha
Haritaki,Flower,Digestive Disorders,Headache,Anti-inflammatory,Capsules,986,Take before sleep,Anti-inflammatory,Headache,Tridosha,Kapha
Neem,Bark,Respiratory Issues,Fatigue,Digestive Aid,Churna,292,Take on an empty stomach,Anti-hypertensive,Headache,Tridosha,Vata
Amla,Leaf,Skin Diseases,Skin Rashes,Anti-inflammatory,Capsules,209,Take on an empty stomach,Analgesic,Drowsiness,Vata-Kapha,Kapha
Brahmi,Seed,Mental Stress,Fever,Antiseptic,Extract,955,Take with warm water,Antiviral,Diarrhea,Vata-Kapha,Pitta
Shatavari,Flower,Hypertension,Breathing Difficulty,Detoxification,Powder,201,Consume after meals,Antifungal,Drowsiness,Pitta-Kapha,Vata
Amla,Fruit,Mental Stress,Fever,Immune Booster,Decoction,436,Take with warm water,Hypoglycemic,Allergic Reaction,Vata-Pitta,Pitta
Manjistha,Root,Inflammation,Fatigue,Antiseptic,Capsules,624,Consume after meals,Antibacterial,Allergic Reaction,Tridosha,Pitta
Tulsi,Root,Arthritis,Stress,Immune Booster,Tablets,683,Take before sleep,Antiviral,Drowsiness,Vata-Pitta,Pitta
Neem,Flower,Diabetes,Breathing Difficulty,Anti-inflammatory,Decoction,121,Take on an empty stomach,Analgesic,Mild Nausea,Pitta-Kapha,Kapha
Haritaki,Seed,Digestive Disorders,Cough,Immune Booster,Juice,521,Take twice daily,Adaptogenic,Allergic Reaction,Vata,Kapha
Haritaki,Flower,Mental Stress,Fever,Adaptogen,Capsules,317,Apply externally,Hepatoprotective,Drowsiness,Vata,Pitta
Shatavari,Fruit,Liver Disorders,Inflammation,Anti-inflammatory,Tablets,348,Take before sleep,Anti-inflammatory,Headache,Pitta,Vata
Manjistha,Flower,Digestive Disorders,Stress,Anti-inflammatory,Decoction,474,Consume after meals,Analgesic,None,Pitta-Kapha,Vata
Haritaki,Seed,Digestive Disorders,Stress,Digestive Aid,Churna,860,Mix with honey,Antibacterial,None,Vata-Kapha,Vata
Haritaki,Seed,Liver Disorders,Breathing Difficulty,Immune Booster,Churna,159,Take with warm water,Antifungal,Headache,Tridosha,Pitta
Triphala,Leaf,Digestive Disorders,Breathing Difficulty,Adaptogen,Extract,205,Consume after meals,Antibacterial,Mild Nausea,Vata-Kapha,Vata
Manjistha,Fruit,Liver Disorders,Cough,Anti-inflammatory,Churna,371,Take before sleep,Hypoglycemic,None,Vata,Vata
Shatavari,Seed,Digestive Disorders,Inflammation,Antiseptic,Juice,621,Take before sleep,Hepatoprotective,Stomach Upset,Vata-Kapha,Vata
Tulsi,Root,Digestive Disorders,Skin Rashes,Antiseptic,Churna,101,Mix with honey,Anti-hypertensive,Drowsiness,Pitta,Pitta
Shatavari,Seed,Hypertension,Breathing Difficulty,Anti-hypertensive,Capsules,190,Apply externally,Analgesic,Drowsiness,Vata-Kapha,Pitta
Ashwagandha,Fruit,Diabetes,Fever,Antioxidant,Capsules,121,Mix with honey,Hypoglycemic,Drowsiness,Vata-Pitta,Kapha
Shatavari,Seed,Arthritis,Indigestion,Immune Booster,Churna,116,Take with warm water,Hepatoprotective,Mild Nausea,Vata-Kapha,Vata
Ashwagandha,Root,Arthritis,Fatigue,Detoxification,Churna,240,Apply externally,Antibacterial,Mild Nausea,Pitta,Vata
Haritaki,Seed,Arthritis,Skin Rashes,Detoxification,Capsules,896,Consume after meals,Anti-inflammatory,Headache,Tridosha,Kapha
Triphala,Seed,Respiratory Issues,Fatigue,Digestive Aid,Decoction,708,Mix with honey,Antibacterial,Mild Nausea,Pitta,Kapha
Haritaki,Flower,Respiratory Issues,High Blood Pressure,Antioxidant,Churna,389,Mix with honey,Antifungal,Mild Nausea,Vata,Kapha
Neem,Bark,Skin Diseases,Breathing Difficulty,Anti-hypertensive,Churna,762,Mix with honey,Hypoglycemic,Diarrhea,Vata-Kapha,Pitta
Brahmi,Flower,Arthritis,Fatigue,Immune Booster,Powder,513,Take twice daily,Antifungal,Headache,Vata,Kapha
Triphala,Leaf,Arthritis,Indigestion,Anti-hypertensive,Extract,541,Take with warm water,Hepatoprotective,None,Kapha,Vata
Manjistha,Seed,Respiratory Issues,Anxiety,Digestive Aid,Juice,288,Apply externally,Antiviral,Diarrhea,Pitta-Kapha,Pitta
Manjistha,Flower,Diabetes,Joint Pain,Antiseptic,Extract,816,Take twice daily,Antipyretic,Diarrhea,Vata,Pitta
Tulsi,Flower,Hypertension,High Blood Pressure,Digestive Aid,Capsules,286,Apply externally,Hypoglycemic,None,Vata,Vata
Guggul,Root,Liver Disorders,Fatigue,Antiseptic,Juice,290,Take before sleep,Analgesic,Stomach Upset,Pitta,Kapha
Tulsi,Bark,Respiratory Issues,High Blood Pressure,Adaptogen,Capsules,637,Consume after meals,Hepatoprotective,Headache,Vata,Vata
Triphala,Seed,Liver Disorders,Inflammation,Antiseptic,Juice,931,Take on an empty stomach,Antibacterial,Mild Nausea,Pitta,Vata
Manjistha,Flower,Mental Stress,Stress,Immune Booster,Churna,681,Consume after meals,Antipyretic,Headache,Kapha,Vata
Triphala,Seed,Digestive Disorders,Fever,Detoxification,Tablets,196,Take before sleep,Antibacterial,Drowsiness,Vata-Pitta,Vata
Manjistha,Bark,Hypertension,Joint Pain,Antioxidant,Decoction,442,Take with warm water,Hypoglycemic,Stomach Upset,Pitta,Kapha
Triphala,Flower,Hypertension,Indigestion,Digestive Aid,Tablets,427,Take with warm water,Adaptogenic,Drowsiness,Pitta,Kapha
Tulsi,Flower,Hypertension,Fever,Mental Calmness,Decoction,538,Take on an empty stomach,Antibacterial,Stomach Upset,Pitta,Vata
Shatavari,Fruit,Inflammation,Fever,Anti-inflammatory,Capsules,108,Consume after meals,Antiviral,Allergic Reaction,Tridosha,Pitta
Ashwagandha,Fruit,Respiratory Issues,Anxiety,Digestive Aid,Capsules,901,Take on an empty stomach,Adaptogenic,Headache,Vata-Pitta,Kapha
Shatavari,Fruit,Liver Disorders,Stress,Digestive Aid,Capsules,638,Take twice daily,Anti-hypertensive,Headache,Pitta-Kapha,Kapha
Triphala,Seed,Digestive Disorders,Fatigue,Digestive Aid,Tablets,389,Take before sleep,Anti-hypertensive,Stomach Upset,Pitta,Vata
Shatavari,Fruit,Arthritis,High Blood Pressure,Adaptogen,Juice,413,Take on an empty stomach,Antipyretic,Mild Nausea,Vata-Kapha,Kapha
Ashwagandha,Fruit,Inflammation,Fatigue,Detoxification,Extract,556,Mix with honey,Antiviral,None,Tridosha,Pitta
Guggul,Flower,Skin Diseases,Headache,Antiseptic,Juice,269,Consume after meals,Adaptogenic,Mild Nausea,Vata-Kapha,Vata
Manjistha,Bark,Digestive Disorders,Anxiety,Mental Calmness,Juice,488,Take with warm water,Antipyretic,Stomach Upset,Pitta-Kapha,Kapha
Manjistha,Bark,Inflammation,High Blood Pressure,Digestive Aid,Extract,921,Apply externally,Antiviral,None,Vata,Pitta
Haritaki,Leaf,Arthritis,Skin Rashes,Anti-inflammatory,Churna,476,Mix with honey,Adaptogenic,Mild Nausea,Vata,Pitta
Neem,Root,Liver Disorders,Skin Rashes,Detoxification,Decoction,411,Consume after meals,Antibacterial,Allergic Reaction,Kapha,Pitta
Brahmi,Root,Digestive Disorders,Fever,Detoxification,Powder,814,Take with warm water,Antibacterial,Headache,Vata-Kapha,Pitta
Amla,Bark,Mental Stress,Joint Pain,Detoxification,Powder,655,Take with warm water,Hypoglycemic,Drowsiness,Tridosha,Pitta
Manjistha,Leaf,Mental Stress,Anxiety,Antioxidant,Oil,160,Apply externally,Antipyretic,Diarrhea,Vata,Vata
Haritaki,Flower,Liver Disorders,Inflammation,Anti-hypertensive,Churna,194,Consume after meals,Hepatoprotective,Drowsiness,Tridosha,Kapha
Manjistha,Seed,Respiratory Issues,Fever,Anti-inflammatory,Powder,392,Take on an empty stomach,Hepatoprotective,Drowsiness,Kapha,Vata
Manjistha,Seed,Inflammation,Skin Rashes,Mental Calmness,Churna,242,Take with warm water,Anti-inflammatory,None,Vata-Pitta,Kapha
Neem,Fruit,Skin Diseases,Breathing Difficulty,Detoxification,Powder,598,Consume after meals,Hepatoprotective,Mild Nausea,Pitta,Vata
Neem,Seed,Respiratory Issues,Skin Rashes,Detoxification,Capsules,551,Consume after meals,Antiviral,Diarrhea,Vata,Vata
Shatavari,Fruit,Respiratory Issues,Stress,Anti-inflammatory,Tablets,821,Take on an empty stomach,Adaptogenic,Drowsiness,Vata-Kapha,Pitta
Brahmi,Bark,Inflammation,Stress,Immune Booster,Tablets,204,Apply externally,Antiviral,Headache,Pitta-Kapha,Vata
